Country,Year,Inflation
Libya,1999,2.648622523
St. Lucia,1999,3.503797841
Latin America & Caribbean,1999,3.454397936
Least developed countries: UN classification,1999,5.942032443
Low income,1999,1.666105324
Liechtenstein,1999,
Sri Lanka,1999,4.69170563
Lower middle income,1999,4.778551741
Low & middle income,1999,4.680763005
Lesotho,1999,
Late-demographic dividend,1999,3.388007542
Lithuania,1999,0.727550627
Luxembourg,1999,1.025196765
Latvia,1999,2.364818361
"Macao SAR, China",1999,-3.204162482
St. Martin (French part),1999,
Morocco,1999,0.684782609
Monaco,1999,
Moldova,1999,39.25598069
Madagascar,1999,9.929533993
Maldives,1999,2.953708361
Middle East & North Africa,1999,2.648622523
Mexico,1999,16.58561697
Marshall Islands,1999,
Middle income,1999,4.861922675
North Macedonia,1999,-1.279286576
Mali,1999,-1.201903686
Malta,1999,2.134768888
Myanmar,1999,18.40104337
Middle East & North Africa (excluding high income),1999,2.690124858
Montenegro,1999,
Mongolia,1999,7.564941503
Northern Mariana Islands,1999,
Mozambique,1999,
Mauritania,1999,4.074176136
Mauritius,1999,6.909146249
Malawi,1999,44.80416429
Malaysia,1999,2.744561302
North America,1999,1.961435074
Namibia,1999,
New Caledonia,1999,
Niger,1999,-2.302125038
Nigeria,1999,6.618373395
Nicaragua,1999,
Netherlands,1999,2.157179181
Norway,1999,2.365967366
Nepal,1999,7.45111261
Nauru,1999,
New Zealand,1999,-0.11426713
OECD members,1999,2.172603189
Oman,1999,
Other small states,1999,3.231832609
Pakistan,1999,4.142637181
Panama,1999,1.247182569
Peru,1999,3.469659963
Philippines,1999,5.939049018
Palau,1999,
Papua New Guinea,1999,14.93218174
Poland,1999,7.154072912
Pre-demographic dividend,1999,3.812372054
Puerto Rico,1999,
"Korea, Dem. People's Rep.",1999,
Portugal,1999,2.340094903
Paraguay,1999,6.752265861
West Bank and Gaza,1999,5.544391804
Pacific island small states,1999,
Post-demographic dividend,1999,1.611761176
French Polynesia,1999,
Qatar,1999,2.181703204
Romania,1999,45.80378113
Russian Federation,1999,85.7464941
Rwanda,1999,-2.405932097
South Asia,1999,4.69170563
Saudi Arabia,1999,-1.333763502
Sudan,1999,17.16644542
Senegal,1999,0.827250608
Singapore,1999,0.016709834
Solomon Islands,1999,8.020368393
Sierra Leone,1999,
El Salvador,1999,0.51482713
San Marino,1999,
Somalia,1999,
Serbia,1999,42.45390546
Sub-Saharan Africa (excluding high income),1999,4.249552559
South Sudan,1999,
Sub-Saharan Africa,1999,4.356433745
Small states,1999,2.953708361
Sao Tome and Principe,1999,12.72517701
Suriname,1999,98.77309141
Slovak Republic,1999,10.57044161
Slovenia,1999,6.155587545
Sweden,1999,0.462175756
Eswatini,1999,6.088860634
Sint Maarten (Dutch part),1999,
Seychelles,1999,6.347305389
Syrian Arab Republic,1999,-3.703703704
Turks and Caicos Islands,1999,
Chad,1999,-8.025059627
East Asia & Pacific (IDA & IBRD countries),1999,4.290728517
Europe & Central Asia (IDA & IBRD countries),1999,19.19267582
Togo,1999,-0.053213625
Thailand,1999,0.284726459
Tajikistan,1999,
Turkmenistan,1999,
Latin America & the Caribbean (IDA & IBRD countries),1999,3.503797841
Timor-Leste,1999,
Middle East & North Africa (IDA & IBRD countries),1999,2.669373691
Tonga,1999,4.464354677
South Asia (IDA & IBRD),1999,4.69170563
Sub-Saharan Africa (IDA & IBRD countries),1999,4.356433745
Trinidad and Tobago,1999,3.439135909
Tunisia,1999,2.690124858
Turkiye,1999,64.86748764
Tuvalu,1999,
Tanzania,1999,7.890433361
Uganda,1999,5.777368987
Ukraine,1999,22.68367181
Upper middle income,1999,5.019970148
Uruguay,1999,5.658688039
United States,1999,2.188027197
Uzbekistan,1999,
St. Vincent and the Grenadines,1999,1.013550444
"Venezuela, RB",1999,
British Virgin Islands,1999,
Virgin Islands (U.S.),1999,
Viet Nam,1999,4.117102358
Vanuatu,1999,1.998974885
World,1999,3.041946671
Samoa,1999,0.265120133
Kosovo,1999,
"Yemen, Rep.",1999,8.660219494
South Africa,1999,5.181492797
Zambia,1999,26.78769668
Zimbabwe,1999,
Aruba,2000,4.044021312
Africa Eastern and Southern,2000,8.601485149
Afghanistan,2000,
Africa Western and Central,2000,2.530775167
Angola,2000,324.9968716
Albania,2000,0.050018136
Andorra,2000,
Arab World,2000,1.853790353
United Arab Emirates,2000,
Argentina,2000,
Armenia,2000,-0.790883769
American Samoa,2000,
Antigua and Barbuda,2000,0.771779797
Australia,2000,4.457435148
Austria,2000,2.344862854
Azerbaijan,2000,1.805003037
Burundi,2000,24.43202421
Belgium,2000,2.544517762
Benin,2000,4.165404423
Burkina Faso,2000,-0.304212168
Bangladesh,2000,2.208256209
Bulgaria,2000,10.31626213
Bahrain,2000,-0.704852953
"Bahamas, The",2000,1.606329417
Bosnia and Herzegovina,2000,
Belarus,2000,168.6202359
Belize,2000,3.067439669
Bermuda,2000,
Bolivia,2000,4.608229989
Brazil,2000,7.044141059
Barbados,2000,2.435813035
Brunei Darussalam,2000,1.558152476
Bhutan,2000,4.012120811
Botswana,2000,8.601485149
Central African Republic,2000,3.203400916
Canada,2000,2.719439957
Central Europe and the Baltics,2000,8.911744187
Switzerland,2000,1.558529197
Channel Islands,2000,
Chile,2000,3.843272957
China,2000,0.347811227
Cote d'Ivoire,2000,2.530775167
Cameroon,2000,1.22719013
"Congo, Dem. Rep.",2000,513.9068437
"Congo, Rep.",2000,-0.881991517
Colombia,2000,9.225348186
Comoros,2000,
Cabo Verde,2000,-2.477456685
Costa Rica,2000,10.96154966
Caribbean small states,2000,2.435813035
Cuba,2000,
Curacao,2000,
Cayman Islands,2000,
Cyprus,2000,4.141657647
Czechia,2000,3.775388292
Germany,2000,1.440268387
Djibouti,2000,
Dominica,2000,0.856946805
Denmark,2000,2.903282032
Dominican Republic,2000,7.724135662
Algeria,2000,0.339163189
East Asia & Pacific (excluding high income),2000,2.158518106
Early-demographic dividend,2000,3.899529803
East Asia & Pacific,2000,1.591969175
Europe & Central Asia (excluding high income),2000,15.94081244
Europe & Central Asia,2000,3.775388292
Ecuador,2000,96.09637569
"Egypt, Arab Rep.",2000,2.683805353
Euro area,2000,2.853030393
Eritrea,2000,
Spain,2000,3.433515634
Estonia,2000,4.018489525
Ethiopia,2000,0.662458109
European Union,2000,3.15076707
Fragile and conflict affected situations,2000,3.822600881
Finland,2000,3.042100807
Fiji,2000,1.0921646
France,2000,1.675959887
Faroe Islands,2000,
"Micronesia, Fed. Sts.",2000,2.158518106
Gabon,2000,0.504920026
United Kingdom,2000,1.182956242
Georgia,2000,4.063962014
Ghana,2000,40.24093312
Gibraltar,2000,
Guinea,2000,
"Gambia, The",2000,0.844969567
Guinea-Bissau,2000,8.636320949
Equatorial Guinea,2000,4.802288869
Greece,2000,3.151181625
Grenada,2000,2.181818182
Greenland,2000,
Guatemala,2000,5.977577347
Guam,2000,
Guyana,2000,6.14854333
High income,2000,2.63474462
"Hong Kong SAR, China",2000,-3.685503686
Honduras,2000,11.04803493
Heavily indebted poor countries (HIPC),2000,4.165404423
Croatia,2000,4.611315547
Haiti,2000,9.333221976
Hungary,2000,9.803610169
IBRD only,2000,4.783056798
IDA & IBRD total,2000,4.199288256
IDA total,2000,3.822600881
IDA blend,2000,1.704504156
Indonesia,2000,3.68861916
IDA only,2000,4.012120811
Isle of Man,2000,
India,2000,4.00943591
Not classified,2000,
Ireland,2000,5.5907173
"Iran, Islamic Rep.",2000,14.47675132
Iraq,2000,4.978962132
Iceland,2000,5.136471232
Israel,2000,1.03264095
Italy,2000,2.537685321
Jamaica,2000,8.171083561
Jordan,2000,0.666880926
Japan,2000,-0.676578684
Kazakhstan,2000,13.18089059
Kenya,2000,9.980025154
Kyrgyz Republic,2000,18.70073428
Cambodia,2000,-0.791992529
Kiribati,2000,
St. Kitts and Nevis,2000,2.148855327
"Korea, Rep.",2000,2.259165801
Kuwait,2000,1.812946139
Latin America & Caribbean (excluding high income),2000,7.069913523
Lao PDR,2000,25.08464143
Lebanon,2000,
Liberia,2000,
Libya,2000,-2.9
St. Lucia,2000,3.710786087
Latin America & Caribbean,2000,4.608229989
Least developed countries: UN classification,2000,4.012120811
Low income,2000,3.607311233
Liechtenstein,2000,
Sri Lanka,2000,6.17627591
Lower middle income,2000,4.165404423
Low & middle income,2000,4.165404423
Lesotho,2000,6.131975387
Late-demographic dividend,2000,4.10280983
Lithuania,2000,0.981615479
Luxembourg,2000,3.15076707
Latvia,2000,2.654254778
"Macao SAR, China",2000,-1.60971884
St. Martin (French part),2000,
Morocco,2000,1.894634568
Monaco,2000,
Moldova,2000,31.29930158
Madagascar,2000,11.8596845
Maldives,2000,-1.174756812
Middle East & North Africa,2000,1.812946139
Mexico,2000,9.491561494
Marshall Islands,2000,
Middle income,2000,4.366664513
North Macedonia,2000,6.60742291
Mali,2000,-0.677661659
Malta,2000,2.369592875
Myanmar,2000,-0.109165515
Middle East & North Africa (excluding high income),2000,2.683805353
Montenegro,2000,
Mongolia,2000,11.59553876
Northern Mariana Islands,2000,
Mozambique,2000,
Mauritania,2000,3.254067458
Mauritius,2000,4.199288256
Malawi,2000,29.58148846
Malaysia,2000,1.534740237
North America,2000,3.048148614
Namibia,2000,
New Caledonia,2000,
Niger,2000,2.900149736
Nigeria,2000,6.933292156
Nicaragua,2000,7.069913523
Netherlands,2000,2.360522338
Norway,2000,3.085506091
Nepal,2000,2.478820207
Nauru,2000,
New Zealand,2000,2.615234462
OECD members,2000,3.063803449
Oman,2000,
Other small states,2000,4.080073586
Pakistan,2000,4.366664513
Panama,2000,1.498961116
Peru,2000,3.757338333
Philippines,2000,3.977125032
Palau,2000,
Papua New Guinea,2000,15.59589331
Poland,2000,9.900175388
Pre-demographic dividend,2000,4.165404423
Puerto Rico,2000,
"Korea, Dem. People's Rep.",2000,
Portugal,2000,2.853030393
Paraguay,2000,8.982159768
West Bank and Gaza,2000,2.798198924
Pacific island small states,2000,2.348103274
Post-demographic dividend,2000,2.579876112
French Polynesia,2000,
Qatar,2000,1.650335224
Romania,2000,45.66659404
Russian Federation,2000,20.79876066
Rwanda,2000,3.899529803
South Asia,2000,4.00943591
Saudi Arabia,2000,-1.124994779
Sudan,2000,7.121258972
Senegal,2000,0.731981982
Singapore,2000,1.361623924
Solomon Islands,2000,7.88956187
Sierra Leone,2000,
El Salvador,2000,2.271287568
San Marino,2000,
Somalia,2000,
Serbia,2000,71.12062879
Sub-Saharan Africa (excluding high income),2000,4.199288256
South Sudan,2000,
Sub-Saharan Africa,2000,4.500788563
Small states,2000,3.067439669
Sao Tome and Principe,2000,12.20894563
Suriname,2000,59.40168655
Slovak Republic,2000,12.0357806
Slovenia,2000,8.911744187
Sweden,2000,0.899143734
Eswatini,2000,12.20853585
Sint Maarten (Dutch part),2000,
Seychelles,2000,6.268768769
Syrian Arab Republic,2000,-3.846153846
Turks and Caicos Islands,2000,
Chad,2000,3.822600881
East Asia & Pacific (IDA & IBRD countries),2000,2.158518106
Europe & Central Asia (IDA & IBRD countries),2000,13.18089059
Togo,2000,1.862605955
Thailand,2000,1.591969175
Tajikistan,2000,
Turkmenistan,2000,
Latin America & the Caribbean (IDA & IBRD countries),2000,5.370701037
Timor-Leste,2000,
Middle East & North Africa (IDA & IBRD countries),2000,2.289219961
Tonga,2000,6.327635514
South Asia (IDA & IBRD),2000,4.00943591
Sub-Saharan Africa (IDA & IBRD countries),2000,4.500788563
Trinidad and Tobago,2000,3.555413197
Tunisia,2000,2.962307947
Turkiye,2000,54.91537058
Tuvalu,2000,
Tanzania,2000,5.923961096
Uganda,2000,3.392021585
Ukraine,2000,28.20309724
Upper middle income,2000,4.8906255
Uruguay,2000,4.763824727
United States,2000,3.376857271
Uzbekistan,2000,
St. Vincent and the Grenadines,2000,0.167679637
"Venezuela, RB",2000,
British Virgin Islands,2000,
Virgin Islands (U.S.),2000,
Viet Nam,2000,-1.710337279
Vanuatu,2000,2.537688442
World,2000,3.433515634
Samoa,2000,0.96678235
Kosovo,2000,
"Yemen, Rep.",2000,4.59
South Africa,2000,5.338951029
Zambia,2000,26.03041179
Zimbabwe,2000,
Aruba,2001,2.883604303
Africa Eastern and Southern,2001,5.840353983
Afghanistan,2001,
Africa Western and Central,2001,4.36152914
Angola,2001,152.5610225
Albania,2001,3.10758827
Andorra,2001,
Arab World,2001,1.772204374
United Arab Emirates,2001,
Argentina,2001,
Armenia,2001,3.145904647
American Samoa,2001,
Antigua and Barbuda,2001,1.402796636
Australia,2001,4.407135362
Austria,2001,2.650000773
Azerbaijan,2001,1.547195902
Burundi,2001,9.296187713
Belgium,2001,2.469258231
Benin,2001,3.984295478
Burkina Faso,2001,5.007432908
Bangladesh,2001,2.007173742
Bulgaria,2001,7.360939272
Bahrain,2001,-1.207571802
"Bahamas, The",2001,2.044989775
Bosnia and Herzegovina,2001,
Belarus,2001,61.13493316
Belize,2001,3.651417866
Bermuda,2001,
Bolivia,2001,1.589653779
Brazil,2001,6.840359025
Barbados,2001,2.577834904
Brunei Darussalam,2001,0.595890411
Bhutan,2001,3.414789461
Botswana,2001,6.55903767
Central African Republic,2001,3.834860602
Canada,2001,2.52512014
Central Europe and the Baltics,2001,5.748279817
Switzerland,2001,0.98902033
Channel Islands,2001,
Chile,2001,3.56910053
China,2001,0.719125609
Cote d'Ivoire,2001,4.36152914
Cameroon,2001,4.419772459
"Congo, Dem. Rep.",2001,359.9366143
"Congo, Rep.",2001,0.055989922
Colombia,2001,7.965560903
Comoros,2001,5.554593948
Cabo Verde,2001,3.349964723
Costa Rica,2001,11.25561571
Caribbean small states,2001,2.627413142
Cuba,2001,
Curacao,2001,1.792828685
Cayman Islands,2001,
Cyprus,2001,1.973041917
Czechia,2001,4.66267557
Germany,2001,1.983857313
Djibouti,2001,1.74665225
Dominica,2001,1.303894035
Denmark,2001,2.337870003
Dominican Republic,2001,8.883068488
Algeria,2001,4.225988349
East Asia & Pacific (excluding high income),2001,4.272670245
Early-demographic dividend,2001,3.750820575
East Asia & Pacific,2001,3.577554521
Europe & Central Asia (excluding high income),2001,8.354137772
Europe & Central Asia,2001,4.262872289
Ecuador,2001,37.67674545
"Egypt, Arab Rep.",2001,2.269757205
Euro area,2001,2.785165427
Eritrea,2001,
Spain,2001,3.589834133
Estonia,2001,5.748279817
Ethiopia,2001,-8.237844534
European Union,2001,3.373968322
Fragile and conflict affected situations,2001,5.370802934
Finland,2001,2.578440801
Fiji,2001,4.272670245
France,2001,1.634780795
Faroe Islands,2001,
"Micronesia, Fed. Sts.",2001,0.502497351
Gabon,2001,2.137620527
United Kingdom,2001,1.532349603
Georgia,2001,4.646044421
Ghana,2001,41.50949629
Gibraltar,2001,
Guinea,2001,
"Gambia, The",2001,4.492596092
Guinea-Bissau,2001,3.348122655
Equatorial Guinea,2001,8.825389259
Greece,2001,3.373968322
Grenada,2001,3.140993052
Greenland,2001,
Guatemala,2001,7.285873666
Guam,2001,
Guyana,2001,2.627413142
High income,2001,2.602128552
"Hong Kong SAR, China",2001,-1.658163265
Honduras,2001,9.674155569
Heavily indebted poor countries (HIPC),2001,4.60374622
Croatia,2001,3.776702467
Haiti,2001,13.31672224
Hungary,2001,9.116809117
IBRD only,2001,5.472494359
IDA & IBRD total,2001,5.077450455
IDA total,2001,4.390650799
IDA blend,2001,3.811317484
Indonesia,2001,11.50011488
IDA only,2001,4.60374622
Isle of Man,2001,
India,2001,3.779293122
Not classified,2001,
Ireland,2001,4.872904873
"Iran, Islamic Rep.",2001,11.27424713
Iraq,2001,16.3740815
Iceland,2001,6.405085504
Israel,2001,1.151315789
Italy,2001,2.785165427
Jamaica,2001,6.801909308
Jordan,2001,1.772204374
Japan,2001,-0.740055504
Kazakhstan,2001,8.354137772
Kenya,2001,5.738598143
Kyrgyz Republic,2001,6.919679894
Cambodia,2001,-0.6006483
Kiribati,2001,
St. Kitts and Nevis,2001,2.303447483
"Korea, Rep.",2001,4.066575879
Kuwait,2001,1.3
Latin America & Caribbean (excluding high income),2001,6.801909308
Lao PDR,2001,7.811807948
Lebanon,2001,
Liberia,2001,
Libya,2001,-8.813937521
St. Lucia,2001,5.30722081
Latin America & Caribbean,2001,4.055080613
Least developed countries: UN classification,2001,4.714896347
Low income,2001,4.249055188
Liechtenstein,2001,
Sri Lanka,2001,14.1584558
Lower middle income,2001,4.567334403
Low & middle income,2001,5.167239961
Lesotho,2001,-9.616153539
Late-demographic dividend,2001,4.646044421
Lithuania,2001,1.367120308
Luxembourg,2001,2.663821106
Latvia,2001,2.487040036
"Macao SAR, China",2001,-1.984650086
St. Martin (French part),2001,
Morocco,2001,0.619801875
Monaco,2001,
Moldova,2001,9.764662858
Madagascar,2001,7.916944845
Maldives,2001,0.67257737
Middle East & North Africa,2001,1.74665225
Mexico,2001,6.367738062
Marshall Islands,2001,
Middle income,2001,5.326361383
North Macedonia,2001,5.198885257
Mali,2001,5.187011919
Malta,2001,2.929492443
Myanmar,2001,21.10130538
Middle East & North Africa (excluding high income),2001,2.126545269
Montenegro,2001,
Mongolia,2001,6.277360205
Northern Mariana Islands,2001,
Mozambique,2001,
Mauritania,2001,4.714896347
Mauritius,2001,5.389344262
Malawi,2001,22.7
Malaysia,2001,1.416784732
North America,2001,2.675645629
Namibia,2001,
New Caledonia,2001,
Niger,2001,4.005514284
Nigeria,2001,18.87364621
Nicaragua,2001,5.986041863
Netherlands,2001,4.155841272
Norway,2001,3.00419704
Nepal,2001,2.688303735
Nauru,2001,
New Zealand,2001,2.625816304
OECD members,2001,3.189082681
Oman,2001,-0.816666667
Other small states,2001,3.382377092
Pakistan,2001,3.148261446
Panama,2001,0.307062436
Peru,2001,1.977098785
Philippines,2001,5.345501956
Palau,2001,
Papua New Guinea,2001,9.298173328
Poland,2001,5.408335456
Pre-demographic dividend,2001,5.077450455
Puerto Rico,2001,
"Korea, Dem. People's Rep.",2001,
Portugal,2001,4.369903306
Paraguay,2001,7.268060286
West Bank and Gaza,2001,1.222784759
Pacific island small states,2001,4.055477442
Post-demographic dividend,2001,2.656910939
French Polynesia,2001,
Qatar,2001,1.471334348
Romania,2001,34.47701235
Russian Federation,2001,21.47700721
Rwanda,2001,3.342855067
South Asia,2001,3.148261446
Saudi Arabia,2001,-1.120944775
Sudan,2001,1.935295721
Senegal,2001,2.974500839
Singapore,2001,0.997197956
Solomon Islands,2001,6.925837321
Sierra Leone,2001,
El Salvador,2001,3.750820575
San Marino,2001,
Somalia,2001,
Serbia,2001,95.00522581
Sub-Saharan Africa (excluding high income),2001,5.077450455
South Sudan,2001,
Sub-Saharan Africa,2001,5.147468002
Small states,2001,3.414789461
Sao Tome and Principe,2001,9.222037076
Suriname,2001,38.58628789
Slovak Republic,2001,7.329620191
Slovenia,2001,8.379665875
Sweden,2001,2.405958341
Eswatini,2001,5.942109823
